   tot%      tot#     self%     self#  function
0.00691        98   0.00120        17                                    "matrix"
0.00529        75   0.00021         3                                      "states"
0.00409        58   0.00190        27                                        "standardGeneric"
0.00388        55   0.00070        10                                          "loadMethod"
0.00197        28   0.00127        18                                            "standardGeneric"
0.00127        18   0.00000         0                                              "loadMethod"
0.00402        57   0.00007         1                                    "nextstates"
0.00303        43   0.00148        21                                      "standardGeneric"
0.00296        42   0.00028         4                                        "loadMethod"
0.00148        21   0.00120        17                                          "standardGeneric"
0.00120        17   0.00000         0                                            "loadMethod"
0.00345        49   0.00021         3                                    "timeSinceSpeciation"
0.00310        44   0.00134        19                                      "standardGeneric"
0.00289        41   0.00063         9                                        "loadMethod"
0.00155        22   0.00092        13                                          "standardGeneric"
0.00092        13   0.00000         0                                            "loadMethod"
0.00310        44   0.00063         9                                    "extrinsicFn"
0.00296        42   0.00014         2                                      "states"
0.00233        33   0.00106        15                                        "standardGeneric"
0.00219        31   0.00035         5                                          "loadMethod"
0.00113        16   0.00078        11                                            "standardGeneric"
0.00078        11   0.00000         0                                              "loadMethod"
0.00028         4   0.00000         0                                    "id<-"
0.00028         4   0.00000         0                                      "standardGeneric"
0.00028         4   0.00000         0                                        "id<-"
0.00028         4   0.00007         1                                          "@<-"
0.00028         4   0.00000         0                                            "slot<-"
0.00021         3   0.00007         1                                              "checkSlotAssignment"
0.00021         3   0.00007         1                                                "as"
0.00007         1   0.00000         0                                                  "getGeneric"
0.00007         1   0.00007         1                                                    ".getGeneric"
0.00007         1   0.00000         0                                                      ".cacheGeneric"
0.00007         1   0.00000         0                                                  ".classEnv"
0.00014         2   0.00000         0                                    "new"
0.00014         2   0.00000         0                                      "initialize"
0.00014         2   0.00000         0                                        "standardGeneric"
0.00014         2   0.00000         0                                          "initialize"
0.00014         2   0.00000         0                                            "as"
0.00014         2   0.00000         0                                              ".classEnv"
0.00014         2   0.00000         0                                                ".requirePackage"
0.00014         2   0.00000         0                                                  "%in%"
0.00014         2   0.00000         0                                                    "match"
0.00014         2   0.00000         0                                                      "loadedNamespaces"
0.00014         2   0.00000         0                                                        "ls"
0.00014         2   0.00000         0                                                          "try"
0.00014         2   0.00014         2                                                            "tryCatch"
0.00014         2   0.00000         0                                                              "tryCatchList"
0.19497      2766   0.00014         2                            "fitContinuousModel"
0.16839      2389   0.00007         1                              "try"
0.16825      2387   0.00007         1                                "tryCatch"
0.16818      2386   0.00416        59                                  "tryCatchList"
0.16811      2385   0.00937       133                                    "tryCatchOne"
0.14760      2094   0.00014         2                                      "doTryCatch"
0.14675      2082   0.00000         0                                        "optim"
0.14661      2080   0.00775       110                                          "<Anonymous>"
0.14661      2080   0.00684        97                                            "fn"
0.07895      1120   0.01100       156                                              "dmvnormPseudoinverse"
0.03588       509   0.00021         3                                                "isSymmetric"
0.03588       509   0.00169        24                                                  "isSymmetric.matrix"
0.03567       506   0.00014         2                                                    "all.equal"
0.03397       482   0.00310        44                                                      "all.equal.numeric"
0.03376       479   0.00634        90                                                        "attr.all.equal"
0.02108       299   0.00078        11                                                          "all.equal"
0.02101       298   0.00987       140                                                            "all.equal.list"
0.01952       277   0.00916       130                                                              "all.equal"
0.00916       130   0.00007         1                                                                "all.equal.list"
0.00049         7   0.00014         2                                                                  "all.equal"
0.00042         6   0.00021         3                                                                    "all.equal.character"
0.00021         3   0.00007         1                                                                      "attr.all.equal"
0.00007         1   0.00000         0                                                                        "mode"
0.00007         1   0.00000         0                                                                      "data.class"
0.00063         9   0.00007         1                                                                "all.equal.numeric"
0.00014         2   0.00007         1                                                                  "attr.all.equal"
0.00007         1   0.00000         0                                                                    "mode"
0.00070        10   0.00014         2                                                              "attr.all.equal"
0.00056         8   0.00035         5                                                                "all.equal.character"
0.00028         4   0.00000         0                                                                  "attr.all.equal"
0.00014         2   0.00007         1                                                                  "data.class"
0.00007         1   0.00000         0                                                                    "mode"
0.00627        89   0.00000         0                                                          "mode"
0.00338        48   0.00000         0                                                          "order"
0.00338        48   0.00338        48                                                            "unlist"
0.00338        48   0.00000         0                                                              "lapply"
0.00007         1   0.00000         0                                                        "data.class"
0.03278       465   0.00106        15                                                "mahalanobis"
0.02354       334   0.00000         0                                                  "rowSums"
0.02347       333   0.00070        10                                                    "is.data.frame"
0.02347       333   0.00240        34                                                      "inherits"
0.02277       323   0.00190        27                                                        "pseudoinverse"
0.02037       289   0.00042         6                                                          "fast.svd"
0.01847       262   0.01501       213                                                            "positive.svd"
0.01804       256   0.00303        43                                                              "svd"
0.00303        43   0.00000         0                                                                "La.svd"
0.00663        94   0.00148        21                                                  "sweep"
0.00564        80   0.00028         4                                                    "aperm"
0.00388        55   0.00000         0                                                      "order"
0.00388        55   0.00381        54                                                        "unlist"
0.00388        55   0.00007         1                                                          "lapply"
0.00007         1   0.00000         0                                                            "match.fun"
0.00028         4   0.00000         0                                                      "array"
0.00846       120   0.00007         1                                                "eigen"
0.00007         1   0.00000         0                                                  "rev"
0.04300       610   0.00007         1                                              "phylogMean"
0.04102       582   0.00007         1                                                "try"
0.04095       581   0.00007         1                                                  "tryCatch"
0.04088       580   0.00014         2                                                    "tryCatchList"
0.04081       579   0.00120        17                                                      "tryCatchOne"
0.04067       577   0.01917       272                                                        "doTryCatch"
0.03947       560   0.01988       282                                                          "solve"
0.02030       288   0.00028         4                                                            "solve.default"
0.00028         4   0.00007         1                                                              "diag"
0.00007         1   0.00000         0                                                                "array"
0.00007         1   0.00000         0                                                              "ifelse"
0.00007         1   0.00007         1                                                              "rownames<-"
0.00007         1   0.00000         0                                                                "is.data.frame"
0.01057       150   0.00014         2                                              "ouMatrix"
0.00782       111   0.00508        72                                                "diag"
0.00768       109   0.00078        11                                                  "sapply"
0.00219        31   0.00000         0                                                    "unique"
0.00176        25   0.00176        25                                                      "unlist"
0.00176        25   0.00000         0                                                        "lapply"
0.00007         1   0.00007         1                                                      "unique.default"
0.00007         1   0.00000         0                                                        "is.factor"
0.00042         6   0.00000         0                                                    "lapply"
0.00620        88   0.00458        65                                              "diag"
0.00606        86   0.00028         4                                                "sapply"
0.00120        17   0.00000         0                                                  "unique"
0.00120        17   0.00120        17                                                    "unlist"
0.00120        17   0.00000         0                                                      "lapply"
0.00028         4   0.00000         0                                                  "lapply"
0.00014         2   0.00000         0                                              "diag<-"
0.00007         1   0.00000         0                                          "match.arg"
0.00007         1   0.00007         1                                            "eval"
0.00007         1   0.00000         0                                              "deparse"
0.00049         7   0.00042         6                                        "nlm"
0.00042         6   0.00000         0                                          "<Anonymous>"
0.01389       197   0.00388        55                                      "<Anonymous>"
0.00352        50   0.00000         0                                        "paste"
0.00345        49   0.00007         1                                        "deparse"
0.00310        44   0.00063         9                                          "%in%"
0.00310        44   0.00007         1                                            "match"
0.00247        35   0.00233        33                                              "mode"
0.00240        34   0.00000         0                                                "deparse"
0.00007         1   0.00007         1                                                  "%in%"
0.00007         1   0.00000         0                                                    "match"
0.00007         1   0.00000         0                                          ".deparseOpts"
0.00021         3   0.00021         3                                        "conditionCall"
0.00021         3   0.00000         0                                          "conditionCall.condition"
0.00007         1   0.00000         0                                        "structure"
0.00247        35   0.00000         0                                      "simpleError"
0.00007         1   0.00007         1                                        "structure"
0.00007         1   0.00000         0                                          "%in%"
0.02636       374   0.00007         1                              "nlm"
0.02636       374   0.00000         0                                "<Anonymous>"
0.02629       373   0.00000         0                                  "f"
0.02559       363   0.00000         0                                    "try"
0.02559       363   0.00014         2                                      "tryCatch"
0.02559       363   0.00000         0                                        "tryCatchList"
0.02545       361   0.00007         1                                          "tryCatchOne"
0.02538       360   0.00056         8                                            "doTryCatch"
0.02495       354   0.00204        29                                              "foo"
0.00832       118   0.00381        54                                                "vcv.phylo"
0.00670        95   0.00070        10                                                  "foo"
0.00331        47   0.00148        21                                                    "foo"
0.00261        37   0.00000         0                                                      "foo"
0.00113        16   0.00070        10                                                        "foo"
0.00113        16   0.00042         6                                                          "foo"
0.00042         6   0.00000         0                                                            "foo"
0.00056         8   0.00007         1                                                  "reorder"
0.00014         2   0.00007         1                                                    "reorder.phylo"
0.00007         1   0.00000         0                                                      "match.arg"
0.00493        70   0.00078        11                                                "dmvnormPseudoinverse"
0.00240        34   0.00000         0                                                  "isSymmetric"
0.00240        34   0.00014         2                                                    "isSymmetric.matrix"
0.00240        34   0.00000         0                                                      "all.equal"
0.00226        32   0.00000         0                                                        "all.equal.numeric"
0.00226        32   0.00063         9                                                          "attr.all.equal"
0.00127        18   0.00000         0                                                            "all.equal"
0.00127        18   0.00056         8                                                              "all.equal.list"
0.00127        18   0.00056         8                                                                "all.equal"
0.00063         9   0.00007         1                                                                  "all.equal.list"
0.00007         1   0.00000         0                                                                    "all.equal"
0.00007         1   0.00007         1                                                                  "all.equal.numeric"
0.00007         1   0.00000         0                                                                    "data.class"
0.00063         9   0.00000         0                                                            "mode"
0.00035         5   0.00000         0                                                            "order"
0.00035         5   0.00035         5                                                              "unlist"
0.00035         5   0.00000         0                                                                "lapply"
0.00176        25   0.00014         2                                                  "mahalanobis"
0.00113        16   0.00007         1                                                    "rowSums"
0.00106        15   0.00000         0                                                      "is.data.frame"
0.00099        14   0.00014         2                                                        "inherits"
0.00099        14   0.00000         0                                                          "pseudoinverse"
0.00085        12   0.00000         0                                                            "fast.svd"
0.00085        12   0.00070        10                                                              "positive.svd"
0.00085        12   0.00014         2                                                                "svd"
0.00014         2   0.00000         0                                                                  "La.svd"
0.00035         5   0.00007         1                                                    "sweep"
0.00028         4   0.00000         0                                                      "aperm"
0.00021         3   0.00000         0                                                        "order"
0.00021         3   0.00021         3                                                          "unlist"
0.00021         3   0.00000         0                                                            "lapply"
0.00049         7   0.00000         0                                                  "eigen"
0.00014         2   0.00000         0                                                  ".signalSimpleWarning"
0.00014         2   0.00000         0                                                    "withRestarts"
0.00014         2   0.00014         2                                                      "makeRestartList"
0.00014         2   0.00000         0                                                        "makeRestart"
0.00437        62   0.00021         3                                                "deltaTree"
0.00367        52   0.00000         0                                                  "rescaleTree"
0.00367        52   0.00070        10                                                    "diag"
0.00303        43   0.00190        27                                                      "vcv.phylo"
0.00219        31   0.00014         2                                                        "foo"
0.00092        13   0.00042         6                                                          "foo"
0.00078        11   0.00000         0                                                            "foo"
0.00035         5   0.00035         5                                                              "foo"
0.00035         5   0.00000         0                                                                "foo"
0.00070        10   0.00000         0                                                        "reorder"
0.00007         1   0.00007         1                                                          "reorder.phylo"
0.00007         1   0.00000         0                                                            "match.arg"
0.00063         9   0.00007         1                                                      "sapply"
0.00007         1   0.00000         0                                                        "lapply"
0.00021         3   0.00000         0                                                  "branching.times"
0.00409        58   0.00000         0                                                "phylogMean"
0.00395        56   0.00000         0                                                  "try"
0.00395        56   0.00000         0                                                    "tryCatch"
0.00395        56   0.00000         0                                                      "tryCatchList"
0.00395        56   0.00007         1                                                        "tryCatchOne"
0.00395        56   0.00233        33                                                          "doTryCatch"
0.00388        55   0.00141        20                                                            "solve"
0.00155        22   0.00007         1                                                              "solve.default"
0.00007         1   0.00000         0                                                                "is.qr"
0.00007         1   0.00007         1                                                                "rownames<-"
0.00007         1   0.00000         0                                                                  "is.data.frame"
0.00134        19   0.00049         7                                                "dmvnorm"
0.00078        11   0.00021         3                                                  "mahalanobis"
0.00063         9   0.00042         6                                                    "solve"
0.00042         6   0.00000         0                                                      "solve.default"
0.00007         1   0.00000         0                                                    "sweep"
0.00007         1   0.00000         0                                                      "aperm"
0.00007         1   0.00000         0                                                        "order"
0.00007         1   0.00007         1                                                          "unlist"
0.00007         1   0.00000         0                                                            "lapply"
0.00042         6   0.00000         0                                                  "eigen"
0.00134        19   0.00127        18                                                "diag"
0.00134        19   0.00000         0                                                  "sapply"
0.00007         1   0.00000         0                                                    "unique"
0.00007         1   0.00007         1                                                      "unlist"
0.00007         1   0.00000         0                                                        "lapply"
0.00007         1   0.00000         0                                                "ouMatrix"
0.00042         6   0.00000         0                                              "Lnl.noise"
0.00035         5   0.00014         2                                                "dmvnorm"
0.00014         2   0.00007         1                                                  "isSymmetric"
0.00014         2   0.00000         0                                                    "isSymmetric.matrix"
0.00007         1   0.00000         0                                                      "all.equal"
0.00007         1   0.00007         1                                                        "all.equal.numeric"
0.00007         1   0.00000         0                                                          "data.class"
0.00014         2   0.00000         0                                                  "eigen"
0.00007         1   0.00007         1                                                  "mahalanobis"
0.00007         1   0.00000         0                                                    "sweep"
0.00007         1   0.00000         0                                            "<Anonymous>"
0.00056         8   0.00014         2                                    "phylogMean"
0.00035         5   0.00000         0                                      "try"
0.00035         5   0.00000         0                                        "tryCatch"
0.00035         5   0.00007         1                                          "tryCatchList"
0.00035         5   0.00007         1                                            "tryCatchOne"
0.00021         3   0.00000         0                                              "<Anonymous>"
0.00014         2   0.00000         0                                                "deparse"
0.00014         2   0.00007         1                                                  "%in%"
0.00014         2   0.00000         0                                                    "match"
0.00007         1   0.00007         1                                                      "mode"
0.00007         1   0.00000         0                                                        "deparse"
0.00007         1   0.00000         0                                              "doTryCatch"
0.00007         1   0.00007         1                                                "solve"
0.00007         1   0.00000         0                                                  "solve.default"
0.00014         2   0.00000         0                                      "print"
0.00007         1   0.00007         1                                      "pseudoinverse"
0.00007         1   0.00000         0                                        "fast.svd"
0.00014         2   0.00000         0                                    "dmvnormPseudoinverse"
0.00014         2   0.00000         0                                      "isSymmetric"
0.00014         2   0.00007         1                                        "isSymmetric.matrix"
0.00014         2   0.00000         0                                          "all.equal"
0.00007         1   0.00000         0                                            "all.equal.numeric"
0.00007         1   0.00000         0                                              "attr.all.equal"
0.00007         1   0.00000         0                                                "all.equal"
0.00007         1   0.00000         0                                                  "all.equal.list"
0.00007         1   0.00007         1                                                    "all.equal"
0.00007         1   0.00000         0                                                      "all.equal.list"
0.00014         2   0.00014         2                              "vcv.phylo"
0.00007         1   0.00000         0                                "foo"
0.00007         1   0.00000         0                                "reorder"
0.00014         2   0.00014         2                            "data.frame"
0.00007         1   0.00000         0                              "data.row.names"
0.00007         1   0.00000         0                              "as.list"
0.00014         2   0.00000         0                          "min"
0.00014         2   0.00000         0                            "Summary.data.frame"
0.00014         2   0.00000         0                              "lapply"
0.00014         2   0.00000         0                                "FUN"
0.00014         2   0.00007         1                                  "as.matrix"
0.00014         2   0.00000         0                                    "as.matrix.data.frame"
0.00007         1   0.00007         1                                      "dim"
0.00007         1   0.00000         0                                        "dim"
0.00007         1   0.00000         0                          "max"
0.00007         1   0.00000         0                            "Summary.data.frame"
0.00007         1   0.00000         0                              "lapply"
0.00007         1   0.00000         0                                "FUN"
0.00007         1   0.00007         1                                  "as.matrix"
0.00007         1   0.00000         0                                    "as.matrix.data.frame"
0.00007         1   0.00000         0                        "predict"
0.00007         1   0.00007         1                          "predict.pls"
0.00007         1   0.00000         0                            "solve"
0.06950       986   0.00000         0      "%dopar%"
0.06950       986   0.00000         0        "<Anonymous>"
0.06950       986   0.00000         0          "tryCatch"
0.06950       986   0.00000         0            "tryCatchList"
0.06950       986   0.00000         0              "tryCatchOne"
0.06950       986   0.00000         0                "doTryCatch"
0.06950       986   0.00000         0                  "tryCatch"
0.06950       986   0.00000         0                    "tryCatchList"
0.06950       986   0.00000         0                      "tryCatchOne"
0.06950       986   0.00000         0                        "doTryCatch"
0.06950       986   0.00000         0                          "eval"
0.06950       986   0.00000         0                            "eval"
0.06950       986   0.00000         0                              "simulateData"
0.06950       986   0.00078        11                                "summaryStatsLong"
0.05759       817   0.01945       276                                  "convertTaxonFrameToGeigerData"
0.05681       806   0.00479        68                                    "doSimulation"
0.01015       144   0.00007         1                                      "states<-"
0.00994       141   0.00000         0                                        "standardGeneric"
0.00973       138   0.00007         1                                          "states<-"
0.00973       138   0.00930       132                                            "@<-"
0.00966       137   0.00014         2                                              "slot<-"
0.00035         5   0.00021         3                                                "checkSlotAssignment"
0.00014         2   0.00000         0                                                  "elNamed"
0.00007         1   0.00000         0                                                  "getClass"
0.00014         2   0.00014         2                                          "loadMethod"
0.00014         2   0.00000         0                                            "standardGeneric"
0.01001       142   0.00014         2                                      "nextstates<-"
0.00994       141   0.00035         5                                        "standardGeneric"
0.00959       136   0.00007         1                                          "nextstates<-"
0.00937       133   0.00874       124                                            "@<-"
0.00930       132   0.00021         3                                              "slot<-"
0.00056         8   0.00028         4                                                "checkSlotAssignment"
0.00028         4   0.00000         0                                                  "elNamed"
0.00007         1   0.00007         1                                                  "getClass"
0.00007         1   0.00000         0                                                    ".getClassFromCache"
0.00021         3   0.00000         0                                          "loadMethod"
0.00007         1   0.00007         1                                            "standardGeneric"
0.00007         1   0.00000         0                                              "loadMethod"
0.00987       140   0.00021         3                                      "timeSinceSpeciation<-"
0.00980       139   0.00042         6                                        "standardGeneric"
0.00923       131   0.00000         0                                          "timeSinceSpeciation<-"
0.00909       129   0.00853       121                                            "@<-"
0.00909       129   0.00021         3                                              "slot<-"
0.00056         8   0.00035         5                                                "checkSlotAssignment"
0.00028         4   0.00000         0                                                  "elNamed"
0.00007         1   0.00000         0                                                  ".identC"
0.00035         5   0.00000         0                                          "loadMethod"
0.00007         1   0.00007         1                                            "standardGeneric"
0.00007         1   0.00000         0                                              "loadMethod"
0.00324        46   0.00021         3                                      "["
0.00028         4   0.00007         1                                        "[.data.frame"
0.00007         1   0.00000         0                                          "names"
0.00254        36   0.00000         0                                      "states"
0.00169        24   0.00085        12                                        "standardGeneric"
0.00169        24   0.00014         2                                          "loadMethod"
0.00085        12   0.00070        10                                            "standardGeneric"
0.00070        10   0.00000         0                                              "loadMethod"
0.00049         7   0.00000         0                                      "timeSinceSpeciation"
0.00042         6   0.00007         1                                        "standardGeneric"
0.00042         6   0.00007         1                                          "loadMethod"
0.00035         5   0.00028         4                                            "standardGeneric"
0.00028         4   0.00000         0                                              "loadMethod"
0.00035         5   0.00007         1                                      "matrix"
0.00014         2   0.00000         0                                        "states"
0.00007         1   0.00007         1                                          "standardGeneric"
0.00007         1   0.00000         0                                            "loadMethod"
0.00028         4   0.00000         0                                      "nextstates"
0.00014         2   0.00007         1                                        "standardGeneric"
0.00014         2   0.00000         0                                          "loadMethod"
0.00007         1   0.00007         1                                            "standardGeneric"
0.00007         1   0.00000         0                                              "loadMethod"
0.00028         4   0.00000         0                                      "intrinsicFn"
0.00007         1   0.00000         0                                        "rnorm"
0.00007         1   0.00000         0                                          "states"
0.00007         1   0.00000         0                                            "standardGeneric"
0.00007         1   0.00000         0                                              "loadMethod"
0.00007         1   0.00007         1                                                "standardGeneric"
0.00007         1   0.00000         0                                                  "loadMethod"
0.00014         2   0.00014         2                                      "extrinsicFn"
0.00014         2   0.00000         0                                        "states"
0.01191       169   0.00000         0                                  "fitContinuous.hacked"
0.01191       169   0.00000         0                                    "fitContinuousModel"
0.01036       147   0.00000         0                                      "try"
0.01036       147   0.00000         0                                        "tryCatch"
0.01036       147   0.00014         2                                          "tryCatchList"
0.01036       147   0.00035         5                                            "tryCatchOne"
0.00959       136   0.00000         0                                              "doTryCatch"
0.00959       136   0.00000         0                                                "optim"
0.00959       136   0.00049         7                                                  "<Anonymous>"
0.00959       136   0.00021         3                                                    "fn"
0.00557        79   0.00085        12                                                      "dmvnormPseudoinverse"
0.00240        34   0.00021         3                                                        "mahalanobis"
0.00169        24   0.00000         0                                                          "rowSums"
0.00169        24   0.00007         1                                                            "is.data.frame"
0.00169        24   0.00014         2                                                              "inherits"
0.00162        23   0.00000         0                                                                "pseudoinverse"
0.00148        21   0.00000         0                                                                  "fast.svd"
0.00148        21   0.00141        20                                                                    "positive.svd"
0.00148        21   0.00007         1                                                                      "svd"
0.00007         1   0.00000         0                                                                        "La.svd"
0.00049         7   0.00000         0                                                          "sweep"
0.00035         5   0.00000         0                                                            "aperm"
0.00035         5   0.00000         0                                                              "order"
0.00035         5   0.00035         5                                                                "unlist"
0.00035         5   0.00000         0                                                                  "lapply"
0.00007         1   0.00000         0                                                          "as.matrix"
0.00240        34   0.00000         0                                                        "isSymmetric"
0.00240        34   0.00007         1                                                          "isSymmetric.matrix"
0.00240        34   0.00000         0                                                            "all.equal"
0.00233        33   0.00021         3                                                              "all.equal.numeric"
0.00233        33   0.00049         7                                                                "attr.all.equal"
0.00127        18   0.00007         1                                                                  "all.equal"
0.00127        18   0.00056         8                                                                    "all.equal.list"
0.00120        17   0.00056         8                                                                      "all.equal"
0.00063         9   0.00000         0                                                                        "all.equal.list"
0.00007         1   0.00007         1                                                                          "all.equal"
0.00007         1   0.00000         0                                                                            "all.equal.character"
0.00049         7   0.00000         0                                                                  "mode"
0.00035         5   0.00000         0                                                                  "order"
0.00035         5   0.00035         5                                                                    "unlist"
0.00035         5   0.00000         0                                                                      "lapply"
0.00063         9   0.00000         0                                                        "eigen"
0.00007         1   0.00000         0                                                        "NCOL"
0.00247        35   0.00000         0                                                      "phylogMean"
0.00240        34   0.00000         0                                                        "try"
0.00240        34   0.00000         0                                                          "tryCatch"
0.00240        34   0.00000         0                                                            "tryCatchList"
0.00240        34   0.00007         1                                                              "tryCatchOne"
0.00240        34   0.00099        14                                                                "doTryCatch"
0.00233        33   0.00134        19                                                                  "solve"
0.00134        19   0.00000         0                                                                    "solve.default"
0.00056         8   0.00000         0                                                      "ouMatrix"
0.00049         7   0.00049         7                                                        "diag"
0.00049         7   0.00000         0                                                          "sapply"
0.00049         7   0.00028         4                                                      "diag"
0.00049         7   0.00000         0                                                        "sapply"
0.00021         3   0.00000         0                                                          "unique"
0.00021         3   0.00021         3                                                            "unlist"
0.00021         3   0.00000         0                                                              "lapply"
0.00049         7   0.00014         2                                              "<Anonymous>"
0.00014         2   0.00000         0                                                "deparse"
0.00007         1   0.00000         0                                                  "%in%"
0.00007         1   0.00000         0                                                    "match"
0.00007         1   0.00007         1                                                      "mode"
0.00007         1   0.00000         0                                                        "deparse"
0.00007         1   0.00000         0                                                "paste"
0.00014         2   0.00007         1                                              "simpleError"
0.00007         1   0.00000         0                                                "structure"
0.00155        22   0.00000         0                                      "nlm"
0.00155        22   0.00000         0                                        "<Anonymous>"
0.00155        22   0.00000         0                                          "f"
0.00148        21   0.00000         0                                            "try"
0.00148        21   0.00000         0                                              "tryCatch"
0.00148        21   0.00000         0                                                "tryCatchList"
0.00148        21   0.00000         0                                                  "tryCatchOne"
0.00148        21   0.00000         0                                                    "doTryCatch"
0.00148        21   0.00014         2                                                      "foo"
0.00042         6   0.00028         4                                                        "vcv.phylo"
0.00035         5   0.00007         1                                                          "foo"
0.00007         1   0.00000         0                                                            "foo"
0.00035         5   0.00000         0                                                        "dmvnormPseudoinverse"
0.00021         3   0.00000         0                                                          "mahalanobis"
0.00021         3   0.00000         0                                                            "rowSums"
0.00021         3   0.00000         0                                                              "is.data.frame"
0.00021         3   0.00000         0                                                                "inherits"
0.00021         3   0.00000         0                                                                  "pseudoinverse"
0.00021         3   0.00000         0                                                                    "fast.svd"
0.00021         3   0.00021         3                                                                      "positive.svd"
0.00021         3   0.00000         0                                                                        "svd"
0.00014         2   0.00000         0                                                          "isSymmetric"
0.00014         2   0.00000         0                                                            "isSymmetric.matrix"
0.00014         2   0.00000         0                                                              "all.equal"
0.00014         2   0.00000         0                                                                "all.equal.numeric"
0.00014         2   0.00007         1                                                                  "attr.all.equal"
0.00007         1   0.00000         0                                                                    "mode"
0.00007         1   0.00000         0                                                                    "all.equal"
0.00007         1   0.00000         0                                                                      "all.equal.list"
0.00007         1   0.00007         1                                                                        "all.equal"
0.00007         1   0.00000         0                                                                          "all.equal.list"
0.00028         4   0.00000         0                                                        "deltaTree"
0.00021         3   0.00000         0                                                          "rescaleTree"
0.00021         3   0.00014         2                                                            "diag"
0.00014         2   0.00007         1                                                              "vcv.phylo"
0.00007         1   0.00000         0                                                                "foo"
0.00007         1   0.00000         0                                                              "sapply"
0.00028         4   0.00000         0                                                        "phylogMean"
0.00028         4   0.00000         0                                                          "try"
0.00028         4   0.00000         0                                                            "tryCatch"
0.00028         4   0.00000         0                                                              "tryCatchList"
0.00028         4   0.00000         0                                                                "tryCatchOne"
0.00028         4   0.00014         2                                                                  "doTryCatch"
0.00028         4   0.00014         2                                                                    "solve"
0.00014         2   0.00000         0                                                                      "solve.default"
0.00014         2   0.00007         1                                                        "dmvnorm"
