   tot%      tot#     self%     self#  function
0.21708      9122   0.00007         3                            "fitContinuousModel"
0.19192      8065   0.00002         1                              "try"
0.19190      8064   0.00010         4                                "tryCatch"
0.19188      8063   0.00495       208                                  "tryCatchList"
0.19178      8059   0.00980       412                                    "tryCatchOne"
0.16958      7126   0.00010         4                                      "doTryCatch"
0.16908      7105   0.00014         6                                        "optim"
0.16891      7098   0.00926       389                                          "<Anonymous>"
0.16877      7092   0.00678       285                                            "fn"
0.09250      3887   0.01583       665                                              "dmvnormPseudoinverse"
0.04153      1745   0.00026        11                                                "isSymmetric"
0.04148      1743   0.00276       116                                                  "isSymmetric.matrix"
0.04119      1731   0.00040        17                                                    "all.equal"
0.03846      1616   0.00269       113                                                      "all.equal.numeric"
0.03805      1599   0.00850       357                                                        "attr.all.equal"
0.02394      1006   0.00119        50                                                          "all.equal"
0.02384      1002   0.01076       452                                                            "all.equal.list"
0.02194       922   0.00999       420                                                              "all.equal"
0.01080       454   0.00033        14                                                                "all.equal.list"
0.00098        41   0.00036        15                                                                  "all.equal"
0.00071        30   0.00026        11                                                                    "all.equal.character"
0.00024        10   0.00007         3                                                                      "data.class"
0.00007         3   0.00000         0                                                                        "mode"
0.00012         5   0.00002         1                                                                      "attr.all.equal"
0.00002         1   0.00000         0                                                                        "mode"
0.00010         4   0.00002         1                                                                  "attr.all.equal"
0.00002         1   0.00000         0                                                                    "mode"
0.00064        27   0.00029        12                                                                "all.equal.numeric"
0.00024        10   0.00010         4                                                                  "data.class"
0.00010         4   0.00000         0                                                                    "mode"
0.00014         6   0.00000         0                                                                  "attr.all.equal"
0.00071        30   0.00017         7                                                              "attr.all.equal"
0.00045        19   0.00024        10                                                                "all.equal.character"
0.00019         8   0.00005         2                                                                  "attr.all.equal"
0.00005         2   0.00000         0                                                                    "mode"
0.00010         4   0.00000         0                                                                  "data.class"
0.00840       353   0.00007         3                                                          "mode"
0.00007         3   0.00000         0                                                            "t"
0.00302       127   0.00000         0                                                          "order"
0.00295       124   0.00295       124                                                            "unlist"
0.00295       124   0.00000         0                                                              "lapply"
0.00002         1   0.00000         0                                                    "isTRUE"
0.03769      1584   0.00164        69                                                "mahalanobis"
0.02532      1064   0.00002         1                                                  "rowSums"
0.02522      1060   0.00057        24                                                    "is.data.frame"
0.02520      1059   0.00276       116                                                      "inherits"
0.02463      1035   0.00176        74                                                        "pseudoinverse"
0.02187       919   0.00059        25                                                          "fast.svd"
0.02011       845   0.01625       683                                                            "positive.svd"
0.01951       820   0.00324       136                                                              "svd"
0.00321       135   0.00002         1                                                                "La.svd"
0.00002         1   0.00000         0                                                                  "matrix"
0.00002         1   0.00000         0                                                                "as.matrix"
0.00002         1   0.00000         0                                                                "t"
0.00804       338   0.00167        70                                                  "sweep"
0.00647       272   0.00014         6                                                    "aperm"
0.00485       204   0.00002         1                                                      "order"
0.00474       199   0.00471       198                                                        "unlist"
0.00471       198   0.00000         0                                                          "lapply"
0.00002         1   0.00000         0                                                      "array"
0.00007         3   0.00000         0                                                    "match.fun"
0.00005         2   0.00000         0                                                  "as.matrix"
0.01159       487   0.00010         4                                                "eigen"
0.00007         3   0.00000         0                                                  "rev"
0.00002         1   0.00000         0                                                  "as.matrix"
0.04895      2057   0.00021         9                                              "phylogMean"
0.04638      1949   0.00005         2                                                "try"
0.04621      1942   0.00045        19                                                  "tryCatch"
0.04617      1940   0.00017         7                                                    "tryCatchList"
0.04571      1921   0.00121        51                                                      "tryCatchOne"
0.04555      1914   0.02135       897                                                        "doTryCatch"
0.04433      1863   0.02206       927                                                          "solve"
0.02299       966   0.00064        27                                                            "solve.default"
0.00043        18   0.00012         5                                                              "diag"
0.00012         5   0.00000         0                                                                "array"
0.00012         5   0.00007         3                                                              "colnames"
0.00005         2   0.00000         0                                                                "NCOL"
0.00002         1   0.00000         0                                                                "is.data.frame"
0.00010         4   0.00005         2                                                              "colnames<-"
0.00005         2   0.00000         0                                                                "is.data.frame"
0.00010         4   0.00005         2                                                              "rownames<-"
0.00005         2   0.00000         0                                                                "is.data.frame"
0.00007         3   0.00000         0                                                              "is.qr"
0.00007         3   0.00000         0                                                              "ifelse"
0.00002         1   0.00000         0                                                              "nrow"
0.00002         1   0.00000         0                                                              "as.matrix"
0.00005         2   0.00000         0                                                "t"
0.01114       468   0.00014         6                                              "ouMatrix"
0.00871       366   0.00681       286                                                "diag"
0.00861       362   0.00050        21                                                  "sapply"
0.00138        58   0.00012         5                                                    "unique"
0.00124        52   0.00119        50                                                      "unlist"
0.00119        50   0.00000         0                                                        "lapply"
0.00010         4   0.00002         1                                                      "unique.default"
0.00002         1   0.00000         0                                                        "is.factor"
0.00045        19   0.00000         0                                                    "lapply"
0.00002         1   0.00000         0                                                  "identical"
0.00007         3   0.00000         0                                                "matrix"
0.00688       289   0.00476       200                                              "diag"
0.00671       282   0.00064        27                                                "sapply"
0.00148        62   0.00007         3                                                  "unique"
0.00124        52   0.00124        52                                                    "unlist"
0.00124        52   0.00000         0                                                      "lapply"
0.00007         3   0.00000         0                                                    "unique.default"
0.00048        20   0.00000         0                                                  "lapply"
0.00005         2   0.00000         0                                              "diag<-"
0.00014         6   0.00000         0                                          "match.arg"
0.00014         6   0.00014         6                                            "eval"
0.00014         6   0.00000         0                                              "deparse"
0.00036        15   0.00029        12                                        "nlm"
0.00029        12   0.00000         0                                          "<Anonymous>"
0.01466       616   0.00445       187                                      "<Anonymous>"
0.00386       162   0.00000         0                                        "paste"
0.00012         5   0.00012         5                                          "conditionMessage"
0.00012         5   0.00000         0                                            "conditionMessage.condition"
0.00338       142   0.00002         1                                        "deparse"
0.00274       115   0.00043        18                                          "%in%"
0.00271       114   0.00005         2                                            "match"
0.00228        96   0.00217        91                                              "mode"
0.00224        94   0.00007         3                                                "deparse"
0.00005         2   0.00000         0                                                  ".deparseOpts"
0.00002         1   0.00000         0                                                  "%in%"
0.00010         4   0.00007         3                                        "conditionMessage"
0.00007         3   0.00000         0                                          "conditionMessage.condition"
0.00010         4   0.00005         2                                        "structure"
0.00002         1   0.00000         0                                          "%in%"
0.00002         1   0.00000         0                                          "names<-"
0.00005         2   0.00005         2                                        "conditionCall"
0.00005         2   0.00000         0                                          "conditionCall.condition"
0.00259       109   0.00007         3                                      "simpleError"
0.00012         5   0.00005         2                                        "structure"
0.00005         2   0.00000         0                                          "%in%"
0.02482      1043   0.00012         5                              "nlm"
0.02475      1040   0.00000         0                                "<Anonymous>"
0.02463      1035   0.00007         3                                  "f"
0.02392      1005   0.00000         0                                    "try"
0.02389      1004   0.00002         1                                      "tryCatch"
0.02389      1004   0.00000         0                                        "tryCatchList"
0.02387      1003   0.00005         2                                          "tryCatchOne"
0.02384      1002   0.00095        40                                            "doTryCatch"
0.02301       967   0.00202        85                                              "foo"
0.00704       296   0.00286       120                                                "vcv.phylo"
0.00540       227   0.00033        14                                                  "foo"
0.00300       126   0.00233        98                                                    "foo"
0.00264       111   0.00031        13                                                      "foo"
0.00033        14   0.00002         1                                                        "foo"
0.00002         1   0.00000         0                                                          "which"
0.00002         1   0.00000         0                                                      "which"
0.00048        20   0.00002         1                                                  "reorder"
0.00002         1   0.00000         0                                                    "reorder.phylo"
0.00500       210   0.00012         5                                                "deltaTree"
0.00440       185   0.00002         1                                                  "rescaleTree"
0.00433       182   0.00081        34                                                    "diag"
0.00390       164   0.00198        83                                                      "vcv.phylo"
0.00240       101   0.00014         6                                                        "foo"
0.00140        59   0.00093        39                                                          "foo"
0.00126        53   0.00026        11                                                            "foo"
0.00033        14   0.00007         3                                                              "foo"
0.00005         2   0.00000         0                                                                "foo"
0.00002         1   0.00000         0                                                                "which"
0.00105        44   0.00002         1                                                        "reorder"
0.00007         3   0.00005         2                                                          "reorder.phylo"
0.00005         2   0.00000         0                                                            "match.arg"
0.00040        17   0.00002         1                                                      "sapply"
0.00002         1   0.00000         0                                                        "unique"
0.00002         1   0.00002         1                                                          "unlist"
0.00002         1   0.00000         0                                                            "lapply"
0.00002         1   0.00000         0                                                        "lapply"
0.00007         3   0.00002         1                                                  "branching.times"
0.00002         1   0.00000         0                                                    "names<-"
0.00416       175   0.00088        37                                                "dmvnormPseudoinverse"
0.00174        73   0.00007         3                                                  "mahalanobis"
0.00126        53   0.00000         0                                                    "rowSums"
0.00124        52   0.00002         1                                                      "is.data.frame"
0.00124        52   0.00007         3                                                        "inherits"
0.00121        51   0.00014         6                                                          "pseudoinverse"
0.00114        48   0.00002         1                                                            "fast.svd"
0.00100        42   0.00076        32                                                              "positive.svd"
0.00098        41   0.00021         9                                                                "svd"
0.00021         9   0.00000         0                                                                  "La.svd"
0.00036        15   0.00005         2                                                    "sweep"
0.00031        13   0.00000         0                                                      "aperm"
0.00026        11   0.00000         0                                                        "order"
0.00026        11   0.00026        11                                                          "unlist"
0.00026        11   0.00000         0                                                            "lapply"
0.00159        67   0.00000         0                                                  "isSymmetric"
0.00159        67   0.00012         5                                                    "isSymmetric.matrix"
0.00159        67   0.00000         0                                                      "all.equal"
0.00148        62   0.00017         7                                                        "all.equal.numeric"
0.00148        62   0.00036        15                                                          "attr.all.equal"
0.00088        37   0.00007         3                                                            "all.equal"
0.00088        37   0.00040        17                                                              "all.equal.list"
0.00081        34   0.00033        14                                                                "all.equal"
0.00038        16   0.00005         2                                                                  "all.equal.list"
0.00005         2   0.00000         0                                                                    "attr.all.equal"
0.00002         1   0.00000         0                                                                    "all.equal"
0.00002         1   0.00000         0                                                                      "all.equal.character"
0.00002         1   0.00002         1                                                                        "attr.all.equal"
0.00002         1   0.00000         0                                                                          "mode"
0.00002         1   0.00000         0                                                                  "all.equal.numeric"
0.00036        15   0.00000         0                                                            "mode"
0.00007         3   0.00000         0                                                            "order"
0.00007         3   0.00007         3                                                              "unlist"
0.00007         3   0.00000         0                                                                "lapply"
0.00074        31   0.00000         0                                                  "eigen"
0.00002         1   0.00000         0                                                  "NCOL"
0.00002         1   0.00000         0                                                  ".signalSimpleWarning"
0.00002         1   0.00000         0                                                    "withRestarts"
0.00002         1   0.00002         1                                                      "makeRestartList"
0.00002         1   0.00000         0                                                        "makeRestart"
0.00336       141   0.00007         3                                                "phylogMean"
0.00314       132   0.00000         0                                                  "try"
0.00309       130   0.00002         1                                                    "tryCatch"
0.00309       130   0.00002         1                                                      "tryCatchList"
0.00307       129   0.00000         0                                                        "tryCatchOne"
0.00305       128   0.00152        64                                                          "doTryCatch"
0.00305       128   0.00148        62                                                            "solve"
0.00152        64   0.00005         2                                                              "solve.default"
0.00002         1   0.00000         0                                                                "diag"
0.00002         1   0.00000         0                                                                "ifelse"
0.00002         1   0.00000         0                                                  "print"
0.00002         1   0.00000         0                                                  "pseudoinverse"
0.00002         1   0.00000         0                                                    "fast.svd"
0.00002         1   0.00002         1                                                      "positive.svd"
0.00002         1   0.00000         0                                                        "svd"
0.00159        67   0.00055        23                                                "dmvnorm"
0.00081        34   0.00040        17                                                  "mahalanobis"
0.00050        21   0.00014         6                                                    "solve"
0.00017         7   0.00002         1                                                      "solve.default"
0.00002         1   0.00000         0                                                        "diag"
0.00024        10   0.00005         2                                                    "sweep"
0.00017         7   0.00000         0                                                      "aperm"
0.00012         5   0.00000         0                                                        "order"
0.00012         5   0.00012         5                                                          "unlist"
0.00012         5   0.00000         0                                                            "lapply"
0.00045        19   0.00000         0                                                  "eigen"
0.00029        12   0.00000         0                                                  "isSymmetric"
0.00026        11   0.00007         3                                                    "isSymmetric.matrix"
0.00026        11   0.00000         0                                                      "all.equal"
0.00019         8   0.00019         8                                                        "all.equal.numeric"
0.00019         8   0.00000         0                                                          "data.class"
0.00083        35   0.00071        30                                                "diag"
0.00083        35   0.00002         1                                                  "sapply"
0.00010         4   0.00000         0                                                    "unique"
0.00010         4   0.00010         4                                                      "unlist"
0.00010         4   0.00000         0                                                        "lapply"
0.00002         1   0.00000         0                                                    "lapply"
0.00019         8   0.00000         0                                                "ouMatrix"
0.00012         5   0.00007         3                                                  "diag"
0.00012         5   0.00000         0                                                    "sapply"
0.00005         2   0.00002         1                                                      "unique"
0.00002         1   0.00002         1                                                        "unlist"
0.00002         1   0.00000         0                                                          "lapply"
0.00002         1   0.00000         0                                                        "unique.default"
0.00081        34   0.00005         2                                              "Lnl.noise"
0.00064        27   0.00019         8                                                "dmvnorm"
0.00031        13   0.00007         3                                                  "mahalanobis"
0.00019         8   0.00012         5                                                    "solve"
0.00012         5   0.00000         0                                                      "solve.default"
0.00005         2   0.00002         1                                                    "sweep"
0.00005         2   0.00000         0                                                      "aperm"
0.00002         1   0.00000         0                                                        "order"
0.00002         1   0.00002         1                                                          "unlist"
0.00002         1   0.00000         0                                                            "lapply"
0.00021         9   0.00000         0                                                  "isSymmetric"
0.00021         9   0.00000         0                                                    "isSymmetric.matrix"
0.00021         9   0.00002         1                                                      "all.equal"
0.00021         9   0.00019         8                                                        "all.equal.numeric"
0.00019         8   0.00000         0                                                          "data.class"
0.00012         5   0.00000         0                                                  "eigen"
0.00005         2   0.00000         0                                                "diag"
0.00002         1   0.00000         0                                            "simpleError"
0.00048        20   0.00010         4                                    "phylogMean"
0.00026        11   0.00000         0                                      "try"
0.00026        11   0.00000         0                                        "tryCatch"
0.00026        11   0.00002         1                                          "tryCatchList"
0.00026        11   0.00007         3                                            "tryCatchOne"
0.00014         6   0.00002         1                                              "doTryCatch"
0.00014         6   0.00012         5                                                "solve"
0.00012         5   0.00000         0                                                  "solve.default"
0.00007         3   0.00002         1                                              "<Anonymous>"
0.00002         1   0.00000         0                                                "paste"
0.00002         1   0.00000         0                                              "simpleError"
0.00010         4   0.00000         0                                      "print"
0.00007         3   0.00002         1                                      "pseudoinverse"
0.00007         3   0.00002         1                                        "fast.svd"
0.00005         2   0.00002         1                                          "positive.svd"
0.00002         1   0.00000         0                                            "svd"
0.00019         8   0.00002         1                                    "dmvnormPseudoinverse"
0.00012         5   0.00000         0                                      "isSymmetric"
0.00012         5   0.00000         0                                        "isSymmetric.matrix"
0.00012         5   0.00000         0                                          "all.equal"
0.00012         5   0.00000         0                                            "all.equal.numeric"
0.00012         5   0.00005         2                                              "attr.all.equal"
0.00007         3   0.00000         0                                                "all.equal"
0.00007         3   0.00005         2                                                  "all.equal.list"
0.00007         3   0.00002         1                                                    "all.equal"
0.00002         1   0.00000         0                                                      "all.equal.list"
0.00005         2   0.00000         0                                                "mode"
0.00005         2   0.00000         0                                      "mahalanobis"
0.00002         1   0.00000         0                                        "rowSums"
0.00002         1   0.00000         0                                          "is.data.frame"
0.00002         1   0.00000         0                                            "inherits"
0.00002         1   0.00000         0                                              "pseudoinverse"
0.00002         1   0.00000         0                                                "fast.svd"
0.00002         1   0.00000         0                                                  "positive.svd"
0.00002         1   0.00002         1                                                    "svd"
0.00002         1   0.00000         0                                                      "La.svd"
0.00002         1   0.00000         0                                        "sweep"
0.00002         1   0.00000         0                                          "aperm"
0.00002         1   0.00000         0                                            "order"
0.00002         1   0.00002         1                                              "unlist"
0.00002         1   0.00000         0                                                "lapply"
0.00002         1   0.00000         0                                      "eigen"
0.00002         1   0.00002         1                                    "diag"
0.00002         1   0.00000         0                                      "sapply"
0.00002         1   0.00000         0                                    "ouMatrix"
0.00002         1   0.00002         1                                      "diag"
0.00002         1   0.00000         0                                        "sapply"
0.00007         3   0.00000         0                                ".signalSimpleWarning"
0.00007         3   0.00000         0                                  "withRestarts"
0.00005         2   0.00000         0                                    "withOneRestart"
0.00005         2   0.00005         2                                      "doWithOneRestart"
0.00005         2   0.00000         0                                        "simpleWarning"
0.00002         1   0.00002         1                                    "makeRestartList"
0.00002         1   0.00000         0                                      "makeRestart"
0.00017         7   0.00000         0                              "vcv.phylo"
0.00010         4   0.00000         0                                "foo"
0.00010         4   0.00010         4                                  "foo"
0.00010         4   0.00000         0                                    "foo"
0.00005         2   0.00005         2                                "reorder"
0.00005         2   0.00000         0                                  "reorder.phylo"
0.00002         1   0.00000         0                              "print"
0.00007         3   0.00002         1                            "data.frame"
0.00002         1   0.00000         0                              "anyDuplicated"
0.00002         1   0.00000         0                            "match.arg"
0.00002         1   0.00002         1                              "eval"
0.00002         1   0.00000         0                                "deparse"
0.00005         2   0.00000         0                          "var"
0.00005         2   0.00002         1                            "as.matrix"
0.00005         2   0.00002         1                              "as.matrix.data.frame"
0.00002         1   0.00000         0                                "as.list"
0.00005         2   0.00000         0                          "print"
0.00012         5   0.00002         1                        "predict"
0.00012         5   0.00005         2                          "predict.pls"
0.00005         2   0.00000         0                            "solve"
0.00002         1   0.00000         0                            "scale"
0.00002         1   0.00000         0                              "scale.default"
0.00002         1   0.00000         0                                "sweep"
0.00002         1   0.00000         0                                  "aperm"
0.00002         1   0.00000         0                                    "order"
0.00002         1   0.00002         1                                      "unlist"
0.00002         1   0.00000         0                                        "lapply"
0.00002         1   0.00000         0                            "as.matrix"
0.00002         1   0.00000         0                              "scale"
0.00002         1   0.00000         0                                "scale.default"
0.00002         1   0.00002         1                                  "sweep"
0.00002         1   0.00000         0                                    "aperm"
0.00002         1   0.00002         1            "@<-"
0.00002         1   0.00000         0              "slot<-"
0.03120      1311   0.00000         0      "%dopar%"
0.03120      1311   0.00000         0        "<Anonymous>"
0.03120      1311   0.00000         0          "tryCatch"
0.03120      1311   0.00000         0            "tryCatchList"
0.03120      1311   0.00000         0              "tryCatchOne"
0.03120      1311   0.00000         0                "doTryCatch"
0.03120      1311   0.00000         0                  "tryCatch"
0.03120      1311   0.00000         0                    "tryCatchList"
0.03120      1311   0.00000         0                      "tryCatchOne"
0.03120      1311   0.00000         0                        "doTryCatch"
0.03120      1311   0.00000         0                          "eval"
0.03120      1311   0.00000         0                            "eval"
0.03120      1311   0.00000         0                              "simulateData"
0.03120      1311   0.00036        15                                "summaryStatsLong"
0.02720      1143   0.00961       404                                  "convertTaxonFrameToGeigerData"
0.02687      1129   0.00255       107                                    "doSimulation"
0.00497       209   0.00000         0                                      "timeSinceSpeciation<-"
0.00497       209   0.00007         3                                        "standardGeneric"
0.00490       206   0.00002         1                                          "timeSinceSpeciation<-"
0.00485       204   0.00462       194                                            "@<-"
0.00483       203   0.00007         3                                              "slot<-"
0.00021         9   0.00010         4                                                "checkSlotAssignment"
0.00010         4   0.00000         0                                                  "elNamed"
0.00005         2   0.00005         2                                                  "getClass"
0.00005         2   0.00000         0                                                    ".getClassFromCache"
0.00007         3   0.00000         0                                          "loadMethod"
0.00005         2   0.00005         2                                            "standardGeneric"
0.00005         2   0.00000         0                                              "loadMethod"
0.00440       185   0.00005         2                                      "states<-"
0.00440       185   0.00014         6                                        "standardGeneric"
0.00414       174   0.00005         2                                          "states<-"
0.00407       171   0.00390       164                                            "@<-"
0.00402       169   0.00005         2                                              "slot<-"
0.00012         5   0.00005         2                                                "checkSlotAssignment"
0.00005         2   0.00002         1                                                  "getClass"
0.00002         1   0.00000         0                                                    ".getClassFromCache"
0.00002         1   0.00000         0                                                  "elNamed"
0.00021         9   0.00002         1                                          "loadMethod"
0.00014         6   0.00012         5                                            "standardGeneric"
0.00012         5   0.00000         0                                              "loadMethod"
0.00343       144   0.00002         1                                      "nextstates<-"
0.00336       141   0.00000         0                                        "standardGeneric"
0.00328       138   0.00005         2                                          "nextstates<-"
0.00328       138   0.00307       129                                            "@<-"
0.00324       136   0.00002         1                                              "slot<-"
0.00017         7   0.00012         5                                                "checkSlotAssignment"
0.00012         5   0.00000         0                                                  "elNamed"
0.00002         1   0.00002         1                                                  "getClass"
0.00002         1   0.00000         0                                                    ".getClassFromCache"
0.00005         2   0.00000         0                                          "loadMethod"
0.00005         2   0.00005         2                                            "standardGeneric"
0.00005         2   0.00000         0                                              "loadMethod"
0.00202        85   0.00002         1                                      "["
0.00019         8   0.00007         3                                        "[.data.frame"
0.00010         4   0.00010         4                                          "vector"
0.00010         4   0.00000         0                                            "length"
0.00005         2   0.00000         0                                          "%in%"
0.00002         1   0.00000         0                                          "names"
0.00129        54   0.00005         2                                      "states"
0.00090        38   0.00040        17                                        "standardGeneric"
0.00086        36   0.00007         3                                          "loadMethod"
0.00045        19   0.00038        16                                            "standardGeneric"
0.00038        16   0.00000         0                                              "loadMethod"
0.00055        23   0.00002         1                                      "intrinsicFn"
